Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8
18560,-6,-5,-29,-6,-4,-5,-1,-4,
18565,-1,-3,1,0,-4,-1,-2,-1,
18570,0,-4,-37,-4,1,0,-1,0,
18575,2,11,104,25,4,2,2,-3,
18580,1,-4,-46,0,2,-3,-4,-4,
18585,0,1,6,-7,-1,3,1,0,
18590,1,2,-28,4,-3,-4,-1,0,
18595,-2,-6,-24,-28,-8,-4,-2,1,
18600,-2,-2,-6,4,-10,-3,-1,3,
18605,-2,0,6,-14,0,1,1,-4,
18610,-1,-1,-23,31,-2,-5,0,-1,
18615,-1,-4,-26,-9,4,1,0,-3,
18620,2,4,-12,3,3,-4,-3,0,
18625,-1,-1,37,-3,-5,-1,-3,3,
18630,-3,-4,1,-3,1,1,2,-2,
18635,-3,2,0,-8,-3,-4,0,-2,
18640,-1,-1,-13,-2,6,3,-2,-1,
18645,-1,-3,-14,4,1,-2,0,1,
18650,-2,-3,17,-5,-3,-1,-3,-2,
18655,-2,1,9,2,-3,3,-1,-1,
18660,-2,1,9,-4,0,-3,1,-3,
18665,0,-2,-15,-11,-7,-5,-3,-3,
18670,-1,0,29,0,0,2,-3,0,
18675,-2,-4,-20,-5,-3,-2,-2,-2,
18680,-3,-3,-4,5,3,5,2,1,
18685,0,1,2,-3,-3,-5,-3,0,
18690,0,1,-6,-10,-4,-1,0,-2,
18695,1,-1,-22,-8,-2,-3,-1,-1,
18700,1,1,39,4,0,2,1,0,
18705,1,-5,-21,6,0,-3,-2,3,
18710,2,3,15,12,11,6,0,-2,
18715,0,-2,-3,-15,-11,-6,-4,0,
18720,-1,-2,0,-10,-6,-9,-4,-2,
18725,-1,-1,-6,-8,-4,1,0,0,
18730,-1,-2,4,1,0,-3,-2,0,
18735,1,0,-17,-4,2,3,2,0,
18740,-2,-4,-29,-9,-3,-1,-3,-3,
18745,3,15,81,55,11,1,0,1,
18750,0,5,40,9,1,3,-1,0,
18755,-3,-2,-16,-5,-3,-1,0,-4,
18760,1,-5,-11,-14,-5,-3,-2,8,
18765,-2,-2,-15,-13,-2,-1,1,-5,
18770,-1,0,7,-4,-4,0,0,0,
18775,0,-1,11,8,4,-1,1,0,
18780,-4,8,1,3,-2,1,-1,-4,
18785,0,-6,-31,-13,-3,-1,-2,-2,
18790,-2,-1,11,-2,-1,-2,0,3,
18795,-2,-3,-15,-7,-2,-2,-2,-1,
18800,-1,-1,4,4,3,3,-2,-2,
18805,-3,2,18,3,-3,-6,-4,-1,
18810,-3,-7,-26,-8,-5,-2,-2,-5,
18815,1,-1,3,0,-5,0,-2,0,
18820,1,-2,0,1,2,1,1,-1,
18825,-3,-3,-21,17,4,0,2,0,
18830,0,-1,-20,-25,-6,-1,-1,-3,
18835,1,4,38,5,3,-5,-5,-1,
18840,-3,-3,13,13,-2,2,1,-1,
18845,-1,-2,13,-11,-5,0,0,-2,
18850,-4,-4,-29,-9,1,1,3,-3,
18855,-2,-1,-10,15,0,-4,-6,0,
18860,-2,-5,-19,-9,-2,-9,1,-4,
18865,-3,-1,-4,-8,-2,0,1,-1,
18870,2,0,40,3,-2,4,2,9,
18875,-1,0,-11,-3,3,6,0,-5,
18880,4,3,11,6,2,-12,-3,0,
18885,-2,-4,-35,-16,-7,1,-1,0,
18890,-1,0,0,0,-2,-4,-5,-1,
18895,-2,-2,10,0,1,5,6,2,
18900,1,1,-7,16,7,3,-5,-1,
18905,0,1,1,-14,-2,-6,-3,-3,
18910,-1,-1,-2,1,-4,-2,0,-4,
18915,-5,-4,6,-3,-2,0,3,2,
18920,3,-2,-2,1,0,2,0,-1,
18925,-2,1,0,18,10,2,1,1,
18930,-6,-7,-4,-22,-3,-7,-2,-5,
18935,-1,2,-12,3,-15,-4,-5,-2,
18940,1,-18,-17,-14,-6,-4,-3,1,
18945,-2,-1,14,17,4,7,-1,-2,
18950,3,2,-1,-24,1,-2,0,-1,
18955,-2,-2,6,28,10,-2,-3,-4,
18960,0,3,-14,-13,-12,-1,-1,0,
18965,2,3,-10,-15,-4,-2,-2,1,
18970,-2,-4,-6,12,9,7,2,0,
18975,1,-6,-13,-19,-4,-2,0,-3,
18980,-2,5,-16,-3,-3,-4,-1,-1,
18985,1,0,27,-1,1,1,2,-1,
18990,-2,3,-16,-3,-4,-3,0,-2,
18995,-4,-1,-18,-10,-4,-3,-4,0,
19000,-5,-2,-12,15,8,5,0,-1,
19005,-1,-2,-5,-23,-4,-2,-5,-4,
19010,0,-1,8,14,-6,-7,-4,-2,
19015,-1,-2,6,-3,-6,-6,-4,-3,
19020,-1,3,43,1,3,5,2,-1,
19025,-1,-2,-15,0,3,1,2,-2,
19030,-2,-2,14,13,2,3,1,2,
19035,-2,-2,-11,-11,2,-1,1,0,
19040,0,5,12,-2,-4,-5,-5,-1,
19045,-1,-4,-12,5,4,2,1,-2,
19050,-2,-1,-9,-10,4,-2,-3,-2,
19055,1,0,16,4,-9,-5,-3,1,
19060,0,8,-34,-18,-6,-2,0,-12,
19065,-1,-13,17,3,-6,-4,-2,-3,
19070,2,-3,-14,5,-1,0,4,11,
19075,0,12,-2,-8,5,4,0,-2,
19080,-1,0,21,1,0,0,-4,1,
19085,-1,6,20,10,0,-3,-2,1,
19090,-2,-4,-17,-1,3,1,1,-3,
19095,-1,-1,10,-6,-3,1,2,-2,
19100,3,-8,-19,4,-2,-2,-1,1,
19105,-3,-3,-7,-7,-4,-4,-3,-1,
19110,-2,-2,-12,3,-6,0,-2,-2,
19115,1,-1,-9,0,2,0,0,-1,
19120,-3,0,10,-1,-2,-4,-1,-1,
19125,0,-4,0,-7,-5,0,2,1,
19130,-2,3,15,6,1,-3,-6,-7,
19135,1,-6,-5,0,-1,-2,-2,0,
19140,-3,2,5,-13,1,-1,0,0,
19145,0,-2,-29,-2,-1,1,4,0,
19150,0,1,1,0,-9,-7,-5,-4,
19155,-2,0,15,27,4,2,-1,-3,
19160,-3,-5,-2,-15,-5,-1,-1,0,
19165,-2,-3,-15,-1,3,-2,1,0,
19170,2,2,9,3,-3,0,-1,-3,
19175,2,8,4,-2,6,1,0,0,
19180,-2,-2,4,7,-1,-1,1,3,
19185,-4,-3,-6,-7,-3,-2,-1,-1,
19190,-3,-9,-14,1,-6,-1,-1,-1,
19195,1,3,24,-8,-2,-2,-1,1,
19200,-2,-8,-53,-17,-3,0,-1,-3,
19205,3,5,-1,31,6,1,-4,-2,
19210,0,-2,15,3,-1,-2,-1,1,
19215,-4,-5,-32,-12,-4,-4,0,-2,
19220,-4,-3,8,-6,-1,1,1,-2,
19225,-3,0,-7,-9,-5,-2,-2,-1,
19230,-2,2,-2,4,-1,2,1,-1,
19235,0,0,1,-5,0,-4,-1,-2,
19240,0,2,18,16,3,2,0,-2,
19245,0,-1,-5,-4,-2,-3,-3,1,
19250,1,-1,16,-10,3,-2,-4,2,
19255,-2,-6,-15,-17,-10,-2,-1,0,
19260,0,2,14,5,-3,-3,-2,0,
19265,-1,1,-4,4,3,6,2,0,
19270,-4,-1,1,4,7,3,1,-2,
19275,3,-7,-17,-16,-9,-12,-5,-1,
19280,-2,-3,-3,-10,-6,-2,-1,-1,
19285,-3,1,-4,17,-3,-2,-1,0,
19290,-1,1,-37,-1,2,3,-1,-3,
19295,1,-2,15,6,5,4,-2,-3,
19300,-2,-2,17,11,7,1,1,0,
19305,-1,-2,-3,-13,-11,-8,-2,-3,
19310,-2,-4,-13,-14,-7,-5,1,-1,
19315,1,4,36,24,3,0,-1,-1,
19320,0,1,-29,-14,-2,0,0,-2,
19325,-4,-3,4,-8,3,1,-2,0,
19330,-2,-4,-11,-4,-2,-2,-3,-1,
19335,-5,-2,-15,-8,-3,-2,0,3,
19340,4,7,38,28,8,3,-2,-2,
19345,-1,-1,6,-10,-1,-3,2,-2,
19350,0,-3,10,-3,-3,-3,-1,-1,
19355,-5,-9,-32,-25,-4,-3,-3,-3,
19360,-3,-1,7,30,1,-1,-1,-3,
19365,-1,-1,-19,-4,-2,-1,-2,-1,
19370,1,-1,-35,-9,-2,-4,1,-2,
19375,3,8,2,18,4,3,0,3,
19380,-2,-1,18,-11,-3,-3,0,-1,
19385,-1,-4,-11,-12,-2,-1,-3,-1,
19390,-1,-1,-24,9,1,-1,-2,-2,
19395,-2,-3,-3,-2,-4,-2,-3,-2,
19400,1,-1,-11,-6,-3,-2,-2,1,
19405,-1,-3,-14,-5,-2,-1,1,-1,
19410,-1,3,33,2,3,4,-1,-1,
19415,1,-2,-8,3,-4,-4,-5,-1,
19420,-1,-2,-13,-2,4,3,-4,-2,
19425,-1,1,17,-4,1,1,2,0,
19430,0,3,23,6,-3,-2,-1,-2,
19435,-1,-4,-1,5,-7,-4,-2,-3,
19440,-3,-2,-10,-13,-7,-2,0,1,
19445,-1,1,6,19,5,3,-1,2,
19450,2,2,3,-2,3,0,-1,0,
19455,-2,-3,-17,-7,5,6,3,0,
19460,0,-2,-53,-7,-3,-5,-4,-5,
19465,-1,0,48,13,-2,-1,0,3,
19470,-3,0,13,-10,-8,0,2,-2,
19475,1,0,-14,1,3,0,-1,-6,
19480,-2,-3,-17,-12,1,-2,-1,1,
19485,-1,-3,-23,-6,-2,-4,-3,-1,
19490,-2,-4,5,-1,-1,-2,-3,-3,
19495,1,2,9,1,0,-1,2,-2,
19500,-2,-3,5,4,3,2,-1,-1,
19505,-2,-2,-17,-6,-2,0,-1,2,
19510,2,3,59,8,-4,-5,-2,0,
19515,-1,-3,-9,-12,-5,-1,-3,2,
19520,-1,-1,23,-1,-4,-2,-1,-2,
19525,-2,1,-10,-5,0,-2,0,-3,
19530,-2,-4,-8,-1,5,9,4,-1,
19535,-1,1,2,9,2,-6,-1,-1,
19540,0,1,6,-10,-3,1,1,1,
19545,-3,-1,9,-3,-2,1,0,-6,
19550,-2,-2,-32,6,2,-2,-2,1,
19555,0,0,17,9,5,3,-1,0,
19560,-2,1,14,-9,-4,1,3,1,
19565,-1,-1,-3,-6,-5,-6,-3,-5,
19570,-4,-1,-6,-4,-4,0,-1,-3,
19575,2,-1,-9,-1,0,1,-1,1,
19580,1,-3,-1,9,3,-4,-1,1,
19585,-3,-2,-6,-6,-1,1,-1,-3,
19590,-3,-1,1,6,-6,-3,-2,1,
19595,1,5,27,-4,3,-1,0,-1,
19600,-1,-4,-5,1,-1,-1,2,-2,
19605,1,-4,0,-4,-1,-2,-1,-2,
19610,-1,-2,-21,-9,-3,3,0,-2,
19615,-1,-1,2,17,1,-5,0,0,
19620,-1,2,10,-2,-2,-2,0,-2,
19625,2,1,-7,-6,-3,0,1,6,
19630,-3,-2,12,1,0,-1,-2,0,
19635,-1,-3,-25,-15,-5,2,-1,-3,
19640,1,-3,2,1,-3,-4,-3,0,
19645,0,-3,-27,2,1,1,-2,-2,
19650,1,1,24,-7,3,2,-1,-1,
19655,-1,-1,24,-4,-2,1,-1,0,
19660,-2,-3,-35,1,-4,-11,-3,-3,
19665,-1,0,34,-9,-8,1,0,0,
19670,-1,-2,-50,-6,-3,1,2,-5,
19675,3,0,-3,14,4,1,-2,-3,
19680,-2,-2,4,-7,4,0,1,-1,
19685,-2,-2,0,0,-9,-6,-1,0,
19690,0,1,-25,-2,3,1,-1,-2,
19695,0,3,65,4,-1,-1,-1,-1,
19700,0,-1,-21,8,6,0,-1,-2,
19705,-4,-5,-33,-23,-5,-5,-3,-5,
19710,-2,6,97,16,-4,-1,-2,3,
19715,1,1,-36,17,2,0,2,-7,
19720,0,1,-6,-18,-3,0,-3,1,
19725,-2,-1,-6,3,3,2,-1,-3,
19730,-4,-4,-7,-9,3,1,-1,2,
19735,-3,-4,-20,-10,-11,-6,-2,0,
19740,-3,0,6,-1,-7,-3,-1,-1,
19745,1,3,33,15,11,-1,1,0,
19750,-1,0,-11,-3,-4,-4,-3,-5,
19755,-2,-1,4,0,6,5,1,7,
19760,0,0,-21,-8,0,0,-2,-3,
19765,-2,1,12,11,-3,-1,2,1,
19770,-2,-2,0,20,2,-4,2,-4,
19775,2,1,-9,-11,0,3,0,2,
19780,-1,-2,17,1,-3,-2,-3,-2,
19785,1,-1,-4,-1,2,4,0,0,
19790,-1,-3,-2,-8,-2,-5,-2,1,
19795,-2,-3,-30,-12,-6,-2,-3,-3,
19800,-1,-3,12,16,5,2,3,1,
19805,-3,1,12,-2,-4,-1,-1,-1,
19810,1,-3,5,-4,-3,-1,-1,-1,
19815,-2,-4,-24,-3,2,-6,-6,-1,
19820,-1,-1,1,-5,1,8,2,0,
19825,-2,-2,-11,1,-4,-9,-5,-2,
19830,-3,-4,-12,-13,-6,-1,-1,2,
19835,0,0,4,3,3,-1,-1,-10,
19840,-1,-1,11,13,4,4,2,1,
19845,2,1,-39,-29,-7,-6,-1,-2,
19850,-4,-5,-2,2,-3,3,-1,-1,
19855,3,8,16,4,6,-4,-2,4,
19860,2,17,-7,3,-1,1,3,1,
19865,2,0,5,7,4,4,2,0,
19870,-1,-7,7,-9,-1,-4,1,-3,
19875,-4,-9,-6,2,-5,2,-1,0,
19880,-1,4,19,11,3,0,-2,-2,
19885,-6,-3,-30,-24,1,0,2,-1,
19890,3,2,23,19,-9,-4,-3,-2,
19895,-2,-3,-17,-10,-4,0,-1,-2,
19900,-1,-3,3,-7,3,0,-3,-1,
19905,-3,-10,-5,5,7,1,1,-1,
19910,-4,0,-5,-3,-1,5,-4,-1,
19915,2,3,-18,-10,-19,-10,-4,-2,
19920,-3,-7,-1,-6,-6,-7,-3,0,
19925,0,-1,10,7,3,4,-2,0,
19930,-1,-5,-25,4,7,1,0,1,
19935,1,1,-1,4,5,4,1,1,
19940,-2,-8,4,-9,-3,0,-3,-4,
19945,-1,7,21,-4,-5,-2,-2,0,
19950,-2,-1,1,-2,-2,0,0,0,
19955,-2,-7,-8,-10,-6,-5,-2,-2,
19960,-2,-6,-12,0,-2,-2,-2,-5,
19965,-2,1,29,7,1,1,0,0,
19970,-2,1,-4,-7,1,0,-4,-1,
19975,-3,-2,-7,6,2,0,1,1,
19980,-4,-1,-16,6,-1,0,-2,-1,
19985,2,-2,-25,-11,-10,-8,-2,-2,
19990,0,3,-17,-6,2,-1,0,1,
19995,-1,-5,-13,-11,0,1,-1,-6,
20000,-2,-2,22,8,-5,-2,2,3,
20005,1,1,-30,2,0,1,-2,-2,
20010,-2,-3,-14,-6,2,-1,1,-2,
20015,-1,-5,-8,-4,1,1,-3,0,
20020,0,2,8,-8,-4,-5,-2,-3,
20025,-2,-1,9,13,-3,-1,-2,-2,
20030,-2,-3,-13,-7,0,-2,-1,1,
20035,-3,-1,-1,-4,1,-2,1,-3,
20040,0,-5,-34,-11,0,1,1,8,
20045,-3,-3,19,10,2,2,0,-1,
20050,-2,0,39,-18,-11,-5,-1,-3,
20055,0,2,1,4,-4,-4,-1,3,
20060,2,1,28,2,0,-4,0,-2,
20065,-3,-2,-25,8,2,0,-2,-1,
20070,0,-1,20,10,8,6,0,-2,
20075,2,1,23,-3,-1,-3,-3,-2,
20080,-4,-4,-11,-9,-9,-6,-4,-6,
20085,1,-4,-1,-5,-13,-5,-2,0,
20090,1,-2,-30,-5,0,-2,-3,-2,
20095,-1,2,39,3,1,0,-3,0,
20100,0,-1,-23,13,6,5,1,-4,
20105,0,1,19,-5,0,-1,-1,0,
20110,2,3,-24,1,-2,-4,-2,-8,
20115,1,-4,-9,-1,2,2,0,3,
20120,-2,-2,3,-5,-5,-2,0,-1,
20125,-1,1,25,-4,-5,-1,-2,-2,
20130,0,-2,-44,17,3,0,0,1,
20135,-3,-1,-14,-12,1,1,0,1,
20140,-1,-1,20,9,2,0,0,0,
20145,-2,0,-4,-12,-4,-1,0,1,
20150,1,-1,8,7,2,0,-1,-2,
20155,1,-3,-13,-7,-1,-2,-4,-2,
20160,-3,-4,-8,-7,-6,-5,0,-1,
20165,-2,-2,10,9,-1,-2,1,-3,
20170,0,-4,14,5,-2,-3,-2,1,
20175,-2,4,19,10,2,2,1,-1,
20180,1,1,11,-22,-6,2,-1,-2,
20185,-1,-2,-23,2,1,-5,-5,-6,
20190,1,1,19,2,-3,-2,0,-2,
20195,-1,-3,-13,-9,-6,-2,-2,1,
20200,0,1,0,12,4,1,0,2,
20205,0,-2,-8,-4,-1,-1,-1,-2,
20210,-2,-3,-5,-12,-7,-3,-1,0,
20215,0,2,19,5,0,-1,0,0,
20220,-5,-3,-30,-2,0,0,-1,-4,
20225,-2,-4,28,1,-4,0,1,2,
20230,1,-4,-45,-22,-1,-4,-3,-1,
20235,2,6,45,36,8,4,-2,1,
20240,-2,0,-13,1,-1,-3,-2,-2,
20245,-1,-2,-10,-18,-3,-2,1,-1,
20250,-3,-7,-24,-6,-7,-6,0,-5,
20255,-1,-2,-16,-5,-1,-1,0,-1,
20260,1,3,0,2,6,2,-2,1,
20265,-1,-2,-15,3,0,2,-4,-2,
20270,0,2,23,-7,-4,3,-2,0,
20275,-4,-5,-35,-7,-5,-3,0,-2,
20280,3,1,15,6,4,-4,-2,1,
20285,0,-1,10,5,-2,0,-2,-1,
20290,0,3,1,-3,-2,-1,-2,-1,
20295,-3,0,4,3,4,4,-1,-1,
20300,-3,-3,-7,1,-2,-1,1,-2,
20305,2,-2,-8,-10,-3,-2,-4,1,
20310,2,5,68,28,0,0,0,1,
20315,0,-3,-15,-5,-3,-2,-3,-1,
20320,-1,-3,-5,-9,-1,1,0,-1,
20325,-3,-1,-9,9,6,2,0,0,
20330,-2,0,-4,-3,-1,-3,0,-2,
20335,2,0,10,-3,-2,-1,0,-5,
20340,-1,0,-14,-5,-1,-2,-2,-3,
20345,-1,1,8,16,1,-1,-1,-2,
20350,-1,-1,-16,-9,-1,1,1,1,
20355,1,-2,-9,3,3,-2,-3,-3,
20360,-2,-3,-5,-17,-9,-5,-2,-3,
20365,-3,1,1,-3,-2,1,2,-1,
20370,-2,1,-7,4,3,-4,-5,-3,
20375,0,-1,17,-2,0,-2,0,-1,
20380,-1,3,5,-11,-7,0,-2,-1,
20385,-2,-3,-10,-8,0,5,4,-3,
20390,-1,0,-9,-3,1,-5,-3,-3,
20395,-2,-3,-38,1,-6,-6,-3,-2,
20400,0,-3,-14,1,1,1,-2,4,
20405,1,7,75,13,1,1,2,-2,
20410,-5,-4,-26,-7,-3,2,0,0,
20415,-1,-3,-1,-4,-1,-3,-3,0,
20420,-4,2,39,19,1,0,-1,-9,
20425,-1,-6,-27,-20,-9,-7,-6,2,
20430,0,-3,8,3,-1,4,1,-1,
20435,-2,-1,11,-9,-3,-2,0,-1,
20440,-1,-1,-11,5,2,3,0,1,
20445,-2,-1,3,3,4,2,0,0,
20450,-1,0,18,-6,-4,-4,-2,0,
20455,-3,-2,-30,-4,-2,-3,-1,0,
20460,-1,-3,0,-1,-1,-5,-4,-5,
20465,-3,-2,-15,-1,1,0,0,5,
20470,-1,1,4,2,2,3,2,-5,
20475,1,3,17,4,1,-13,-3,1,
20480,0,0,6,0,-2,11,4,-5,
20485,-3,-4,-10,-7,-3,-1,-7,-3,
20490,-4,-4,-1,9,-1,-8,5,1,
20495,2,1,-5,5,3,20,-2,-3,
20500,3,0,5,-10,-4,-13,-6,2,
20505,-2,-4,-14,-3,-1,0,2,-3,
20510,4,1,20,4,1,-1,-1,7,
20515,-3,-2,-2,-6,-4,-4,0,-10,
20520,-3,-2,14,36,7,-1,-1,6,
20525,-1,0,-4,-24,-2,1,0,-3,
20530,-2,-2,-25,-15,-10,-3,-3,-3,
20535,0,-1,14,11,-3,-4,2,1,
20540,-4,-2,-27,-5,1,3,-1,-1,
20545,-3,-2,-22,2,3,-3,0,0,
20550,-3,-3,-5,-1,4,0,-3,-2,
20555,1,-3,-12,-7,-3,-4,-1,-2,
20560,-1,-5,-6,-4,-3,3,-2,-1,
20565,-1,-1,12,4,0,-2,-2,-2,
20570,-2,-1,-13,-7,-1,4,-2,-1,
20575,1,1,2,3,5,1,-6,-2,
20580,0,0,-4,-20,-5,-8,-2,3,
20585,3,-9,-8,8,-3,3,3,-1,
20590,1,3,10,-2,2,2,-3,-2,
20595,1,5,76,10,-2,-4,2,1,
20600,-1,-1,-13,17,8,7,2,2,
20605,-1,1,-33,-24,-3,-5,-1,0,
20610,-1,-5,-21,4,-23,-6,-9,-4,
20615,-2,9,-20,-14,-7,-10,3,2,
20620,1,-8,-22,-18,-1,2,-6,-4,
20625,2,2,21,17,14,5,6,4,
20630,-2,-4,-54,-18,-20,-3,-1,-2,
20635,-2,0,-17,-14,-11,-3,-17,-5,
20640,2,2,-29,-12,-5,-6,12,3,
20645,-4,-2,0,13,2,1,-5,-5,
20650,0,3,32,10,16,7,3,3,
20655,-3,-10,-34,-8,-2,-2,1,1,
20660,-5,-1,31,5,-2,-3,-18,-13,
20665,0,-2,8,5,-1,-2,0,-1,
20670,1,2,10,-2,5,-1,16,1,
20675,0,-5,-5,-2,0,2,-20,0,
20680,-3,3,20,3,2,-2,1,-1,
20685,-3,4,15,-8,-7,0,8,0,
20690,-1,-2,1,-1,-2,-7,-10,-4,
20695,-1,-4,-3,8,4,3,7,2,
20700,-2,0,8,-2,0,-1,-2,2,
20705,-1,1,-11,-4,-6,-6,-9,-3,
20710,-2,-3,16,6,4,3,2,1,
20715,-1,-2,-9,-3,2,-2,1,-1,
20720,-3,-2,-17,-3,-5,-2,4,-1,
20725,2,3,-3,-1,-2,0,1,0,
20730,1,-3,17,2,6,0,-17,-1,
20735,-7,-6,-26,-21,-5,-4,11,-4,
20740,0,1,15,29,2,-2,11,1,
20745,-2,-9,-50,-13,3,-3,-26,2,
20750,-1,-1,35,3,4,3,8,-4,
20755,1,-1,4,-6,0,1,-3,-1,
20760,-4,0,59,-8,-8,-2,-3,-11,
20765,2,-5,-13,4,-3,-3,4,2,
20770,-4,2,-4,3,0,1,0,-1,
20775,0,-2,-2,3,2,-2,-14,0,
20780,-1,-3,14,-11,-4,3,19,11,
20785,-1,4,50,5,-3,0,-2,-4,
20790,0,1,-88,-12,5,2,-2,3,
20795,-3,-2,42,13,0,3,4,-1,
20800,-2,0,-34,-8,1,1,-7,-1,
20805,-1,0,20,-6,-4,-1,1,-4,
20810,-5,-3,58,21,-3,-7,3,2,
20815,0,-2,-27,6,0,2,5,2,
20820,3,-2,-15,-12,3,-1,-7,-2,
20825,-3,0,1,9,-1,2,0,-2,
20830,2,1,57,-1,4,3,5,-1,
20835,1,2,-14,1,-5,-7,-3,-4,
20840,-1,-2,-4,-14,-6,-4,-4,-1,
20845,-1,1,-1,-1,-2,2,2,1,
20850,0,0,-17,2,-2,-2,-4,-1,
20855,0,-1,16,1,1,2,1,-1,
20860,-2,0,11,9,5,5,-1,-1,
20865,-1,-1,-57,-13,-1,-7,-2,-2,
20870,-1,-5,-33,-1,-10,-9,-7,-2,
20875,1,6,64,-28,-12,-3,3,2,
20880,-1,-2,-35,11,0,-3,-2,-3,
20885,-1,4,89,30,9,3,3,1,
20890,-2,-3,-32,-30,-1,0,-3,-2,
20895,0,-2,-26,-5,4,-1,0,-2,
20900,-2,-10,-17,-17,-13,-6,-6,-1,
20905,-2,0,-11,-8,-9,-3,2,-1,
20910,2,4,24,18,4,1,0,3,
20915,-4,-2,-16,-5,1,0,1,-1,
20920,-1,-2,11,-2,5,5,0,2,
20925,-1,-2,-21,-3,-2,-5,-1,1,
20930,1,1,8,3,1,-4,-4,-2,
20935,1,1,-5,5,-1,-1,-1,-2,
20940,-1,-1,-8,0,-4,-1,-4,-4,
20945,0,-2,-9,7,1,0,0,0,
20950,-4,-5,-30,-37,-11,-4,-3,-2,
20955,0,0,28,12,5,5,1,-1,
20960,2,4,12,32,5,2,-1,-1,
20965,0,4,-2,-32,-6,-2,1,-1,
20970,-3,-5,-18,17,5,1,-1,-2,
20975,-3,-2,-10,3,-4,-2,1,-1,
20980,-4,-2,-2,-20,-2,-3,-4,2,
20985,-1,-4,1,-1,0,-1,-3,-3,
20990,3,-2,-4,4,-1,-1,-1,-2,
20995,2,2,-40,-1,-1,-3,0,1,
21000,0,2,11,3,-6,-2,-1,-2,
21005,-1,-2,7,1,-4,0,-3,-1,
21010,-1,-1,6,-9,-3,-1,-1,-2,
21015,-3,-3,-11,13,8,0,-1,-2,
21020,-2,0,-19,-9,1,-1,0,3,
21025,-2,-3,0,1,1,2,0,-2,
21030,0,-1,4,6,-2,-2,-4,-2,
21035,-2,2,3,-8,2,1,-1,0,
21040,-2,-3,8,0,-2,-1,2,0,
21045,1,-1,-12,1,1,-2,-1,-1,
21050,-2,-1,-8,-26,-9,-4,-3,3,
21055,-1,-6,-24,46,6,-3,0,-3,
21060,3,12,94,4,1,2,0,0,
21065,0,-2,-30,-6,-1,0,1,1,
21070,-1,5,16,8,3,1,-2,-1,
21075,0,-7,-21,-21,-10,-2,-3,-1,
21080,-3,-5,-22,1,-5,-1,0,-2,
21085,-1,-2,33,7,3,-1,0,1,
21090,2,0,-6,-9,-6,-5,-2,-2,
21095,-4,-1,12,-12,-6,2,-3,-2,
21100,0,-2,-3,19,9,3,0,-1,
21105,1,2,-4,-14,-1,0,-2,0,
21110,-1,-3,-17,6,0,-2,-1,-3,
21115,-2,1,41,-3,-2,-3,-1,-1,
21120,-5,-4,-29,-22,-6,-2,-3,-2,
21125,-2,0,-2,8,4,1,1,0,
21130,0,1,16,8,-2,-3,-1,1,
21135,-1,-3,-8,4,3,-1,0,-3,
21140,-1,-1,-12,24,2,2,-1,1,
21145,-5,-4,-12,1,-5,-3,-1,-1,
21150,-1,5,66,-14,2,1,-1,0,
21155,-2,-1,20,-8,-6,0,-2,-1,
21160,1,-5,-72,-10,6,3,-2,0,
21165,0,6,8,-2,-3,-4,-6,-1,
21170,-3,-7,-56,-9,-9,-4,2,-1,
21175,0,0,4,-6,-2,-1,0,-1,
21180,-3,-3,5,-5,-2,-3,-1,-1,
21185,-1,-1,-2,14,5,4,2,-1,
21190,-1,0,-27,-7,1,-1,1,-1,
21195,1,-1,4,-3,0,0,-2,-1,
21200,1,1,8,-11,-9,-4,-1,0,
21205,0,0,-2,-4,-1,-4,0,-1,
21210,1,-3,5,10,1,-1,0,-3,
21215,-2,-3,-19,-1,0,-2,0,1,
21220,-3,2,16,-1,-1,0,0,1,
21225,-2,-2,-5,-12,-4,1,-1,-1,
21230,-2,-3,-11,6,3,-1,-2,-2,
21235,2,2,-11,7,1,0,-1,-1,
21240,-2,-1,5,-1,1,1,1,-2,
21245,1,-1,2,-6,-4,-3,-4,-2,
21250,-2,1,13,4,3,2,1,-1,
21255,-2,-2,-13,-8,-4,-3,-3,-1,
21260,0,-1,17,2,-1,-3,-2,-1,
21265,-4,-2,-10,2,-1,3,3,0,
21270,0,-2,-4,6,6,3,0,-1,
21275,1,-2,-11,-2,-6,-6,-2,-1,
21280,-2,-1,-23,-16,-10,-3,-1,-1,
21285,0,2,13,-7,-4,-6,-3,-1,
21290,-1,-1,-13,2,2,-2,-4,-2,
21295,-2,-5,-31,-5,1,1,3,0,
21300,1,11,96,34,7,3,1,1,
21305,-2,-5,-36,-24,-7,3,-1,-1,
21310,0,-4,-25,6,-4,-4,-2,-1,
21315,-1,-1,-20,-8,-7,-4,-2,-4,
21320,-4,-8,-26,-8,-3,-2,-2,-1,
21325,-3,-4,9,4,2,-1,1,-1,
21330,1,1,6,7,5,4,0,-1,
21335,0,-2,1,2,0,-3,-2,1,
21340,0,-2,-13,-19,-7,-4,-2,-1,
21345,0,2,8,-1,0,1,1,-1,
21350,1,0,-4,14,-3,-4,-3,-3,
21355,0,2,15,2,-1,0,-2,-3,
21360,1,1,-9,-3,0,-2,-1,-8,
21365,-3,-5,-2,-1,-2,7,3,-1,
21370,-2,-1,8,-4,-1,-9,-6,-2,
21375,-3,0,15,5,0,-3,-4,-7,
21380,5,-2,-17,-5,-2,-2,6,5,
